,0
548,
549,
550,학교는 학생을 위한 배려따윈 없다 학교수준자체가 밑바닥인데 대외적으로 상의권학교로올라가는 상승세인듯한 학교라는 이미지 심어주면 뭐하나 학생인원수보다 훨씬 모자란 휴식공간은 말할것도 없고 에이스산업이다 뭐다하면서 진행하는 아너스랩관련 장학제등으로 본래줘야하는성적장학금을 줄여버리고 다른쪽으로장학금을 분산시켜서 주는건 도대체 무슨속셈인지 모르겠다 학비는 전국 5위수준으로 비싸면서 학생들한테 돌아오는건 부족한 환경과 무관심 질떨어지는 수업뿐이다. 아마 학교학생들이 걸어다니면 학교의 시선에선 한학기당 400만원넘는 걸어다니는 돈으로 보일듯 하다
551,대부분 연세있으신 전문대시절 교수님들인데 정말 의욕도없고 강의도 좀 그저그렇거나 상당히질떨어져요
552,학교에 대한 자부심이1도 없음(나를 포함한 대다수가)
553,가천대 들어왔다가 다른과로 가는 관문
554,"흔히들 '인가경'라인이라 부르죠... 나쁜 편은 아닙니다. 10,20대 사이에서는 인지도가 높은 편이나, 50대 사이에서는 인지도가 많이 낮습니다. 가천대가 필연적으로 안고 가야할 문제... 공대의 취업률이 괜찮고(특히 소프트), 의학 계열을 밀어주는 학교라 이과생들의 편의가 문과생들보단 낫겠지만은... 실험기자재들은 그리 좋지 않습니다. 이 학교 오는 것도 나쁘지 않습니다만, 이왕 입시 치르는거, 더 공부해서 높이 높이 가세요!"
555,"거의 공무원으로 빠지는 학과고, 뭐든지 그렇듯이, 개개인이 얼마나 잘하느냐에 따라 취업 성패여부가 갈립니다. 17학번은 아예 의지가 없는 것 같으니(특히 학생회), 16이나 14이상의 고학번 분들에게 많은 도움을 받으세요! 15도 그닥... 아웃풋이 원천적으로 딸려요. 로스쿨 배출이 최근 들어 나오기 시작했지만, 혹여나 로스쿨을 원한다면, 단국대나 명지대 등 비슷한 레벨의 대학으로 빠지시길... 교수진의 강의력이 매우 탁월합니다. 후회없이 강의들으면 많은 것을 얻게 됩니다."
556,
557,
558,
559,
560,학교가 수업들으러 이동하기엔 좋은 듯 애들이 학교에 대한 자부심이 없음 동문 xx
561,리얼 공부 안함 진짜로 공부 안함 출튀는 기본 걍 가천대 들어오기 위한 마지막 턱걸이
562,돈을많이줘요. 그치만 학벌주위에서는 지잡대일뿐
563,정말 열심히 공부하고싶다면 오지마세요. 성적은 잘 나오는데 전부 얻는 것은 없는 수업뿐임
564,어느새 길여사님 팬이 돼있는 자신을 발견할 수 있을거예요 글로벌캠퍼스보단 대우 안해줘요 주변에 먹을 곳도 없고 학교내에 편의점도 없고 뭐가 많이 없어요 그래도 쉬는시간 10분안에 강의실 옮기고 프린트까지 해올 수 있는 건 정말 큰 장점이예요
565,고3보다 공부 열심히해요 반 안에서도 경쟁이 정말 심해요 너무 힘들어요 그래도 수업들을 땐 재밌어요 공부할 양이 절대적으로 너무 많아서 그렇지 다들 길병원은 안가겠다는 마음으로 아등바등 공부해서 더 힘든거같기도 해요 근데 뭐 어떻게 보면 적어도 길병원은 간다는 뜻이니 취업은 보장 100이예요
566,점수 남아서 들어왔으면 재수해 집가까우면 ㄱㅊ
567,학점말고 자신 프로젝트를 더 많이하면됨
568,메캠 완전 별로........진짜 비추천.....
569,공부는 힘들고 학점경쟁도 엄청나지만 그래도 굳
570,학교에 대한 자부심이1도 없음(나를 포함한 대다수가)
571,가천대 들어왔다가 다른과로 가는 관문
572,
573,
574,
575,
576,
577,
578,예뻐요캠퍼스 근데 먹을게음슴ㅠㅠㅠㅠㅠㅠㅠㅠ
579,전과 각 전과할거임 ㄹㅇ 진짜 과제 개많고 집에 해뜨고 들어가기 일쑤고 아 진심 전과할거임
580,돈을많이줘요. 그치만 학벌주위에서는 지잡대일뿐
581,정말 열심히 공부하고싶다면 오지마세요. 성적은 잘 나오는데 전부 얻는 것은 없는 수업뿐임
582,이길여종합대학 모든학과는 의예과를 떠받치기 위한 돈벌이 수단에 불과하다
583,사실 뭐하는 과인지 잘 모르겠엉 설비 소방 이쪽계열에서 가천대가 제일 높다고 하더라고 다른 대학에 왜 관련 학과가 없는지 생각해줘
584,점수 남아서 들어왔으면 재수해 집가까우면 ㄱㅊ
585,학점말고 자신 프로젝트를 더 많이하면됨
586,메캠 완전 별로........진짜 비추천.....
587,공부는 힘들고 학점경쟁도 엄청나지만 그래도 굳
588,학교에 대한 자부심이1도 없음(나를 포함한 대다수가)
589,가천대 들어왔다가 다른과로 가는 관문
590,학교 새건물이라 깨끗함 지하철에서 내리면 바로 있어서 교통도 편리 대신 맛집없음
591,교수님들이 정말 ㄹㅇ 잘가르치심 여기온거 1도 후회안함 선배들도 열심히 함
592,
593,
594,
595,
596,예뻐요캠퍼스 근데 먹을게음슴ㅠㅠㅠㅠㅠㅠㅠㅠ
597,전과 각 전과할거임 ㄹㅇ 진짜 과제 개많고 집에 해뜨고 들어가기 일쑤고 아 진심 전과할거임
598,
599,
600,이길여종합대학 모든학과는 의예과를 떠받치기 위한 돈벌이 수단에 불과하다
601,사실 뭐하는 과인지 잘 모르겠엉 설비 소방 이쪽계열에서 가천대가 제일 높다고 하더라고 다른 대학에 왜 관련 학과가 없는지 생각해줘
602,점점 상승하고 있는 학교. 하지만 부족한 점이 많아요 ㅠㅠ
603,과 전망이 좋아요 전화기! 하지만 빡세고 과제가 많아요~
604,메캠 완전 별로........진짜 비추천.....
605,공부는 힘들고 학점경쟁도 엄청나지만 그래도 굳
606,이길여 총장 찬양 그만좀^ 그외엔 좋음. 학교마다 인성이 안된 사람은 있으니까. 인성은 성적과 관련이 없습니다~
607,1학년땐 400내고 중국어만 배워서 돈 진짜 아까워요ㅡ 왜냐면 학교보단 학원에서 배우는게 더 싸고 더 빠르게 중국어회화가 가능하니까. 그래도 학년이 올라가면 중국이라는 땅덩어리를 배울수 있으니까. 저는 그걸 배우려고 온거거든요. 성적장학금에 국장까지 받으면 학교에 돈벌어서 댕길수 있으니까. 아깝지는 않네요.
608,학교 새건물이라 깨끗함 지하철에서 내리면 바로 있어서 교통도 편리 대신 맛집없음
609,교수님들이 정말 ㄹㅇ 잘가르치심 여기온거 1도 후회안함 선배들도 열심히 함
610,
611,
612,
613,
614,"학교시설이좋고 ,교통편이좋고, 공부하려는 학생에게 지원을 많이해주는 학교입니다."
615,저는 전공이 맞지 않아서 매우 힘들답니다
616,돈이 많져..ㅋㅋ 비교과 장학금 같은 거 잘 주는데 좀 늦게 들어와요 많이 ㅋㅋㅋㅋ 건물크기도 적당하고 좋아요 학식은 별루에염 교통편도 지하철역 있고 좋아요
617,특성화 사업단이라 공부 잘하면 취업률 100 근데 따라가기 좀 힘들어영 ㅋ... 특히 문과는 수학 어려워용 ㅠㅠ 그리고 소수과라 불편할때도 있고 편할때도 있어요 ㅋ
618,이길여종합대학 모든학과는 의예과를 떠받치기 위한 돈벌이 수단에 불과하다
619,사실 뭐하는 과인지 잘 모르겠엉 설비 소방 이쪽계열에서 가천대가 제일 높다고 하더라고 다른 대학에 왜 관련 학과가 없는지 생각해줘
620,점점 상승하고 있는 학교. 하지만 부족한 점이 많아요 ㅠㅠ
621,과 전망이 좋아요 전화기! 하지만 빡세고 과제가 많아요~
622,지하철 역이 붙어있어 편리하고 건물 시설이 좋아요 * 역 내려서 예술대학 교육대학원 가천관 등 윗쪽 건물 빨리 가는 법- 교보문고에서 올라가는 중앙계단 중간쯤에 있는 주차장으로 들어가면 지상으로 올라가는 엘베 있어요
623,엘베가 없어 힘들지만... 좀만 열심히 하면 좋은 학점 받을 수 있어용..
624,이길여 총장 찬양 그만좀^ 그외엔 좋음. 학교마다 인성이 안된 사람은 있으니까. 인성은 성적과 관련이 없습니다~
625,1학년땐 400내고 중국어만 배워서 돈 진짜 아까워요ㅡ 왜냐면 학교보단 학원에서 배우는게 더 싸고 더 빠르게 중국어회화가 가능하니까. 그래도 학년이 올라가면 중국이라는 땅덩어리를 배울수 있으니까. 저는 그걸 배우려고 온거거든요. 성적장학금에 국장까지 받으면 학교에 돈벌어서 댕길수 있으니까. 아깝지는 않네요.
626,주변에서 뭐 발전가능성이다 뭐다 투덜거리지만 제가 생각했을때 학교가 학생에게 이만큼 투자하는학교는 없다고생각합니다. 모든학생에게 ACE사업 단기해외연수 등 여러가지 혜택도 주고 전자도서관시설도 다른학교에 비교할수없을정도로 정말 좋습니다. 공부할 여건은 정말 좋습니다 자기가 얼마나 하느냐에따라 다를뿐입니다. 이제 4학년 막학기이지만 조금 더 열심히 하지못한 아쉬움이 남습니다. 우리학교에 지원하시는 고3 수험생여러분들 가천대학교에 합격해서 더 큰 사람이 되었으면 좋겠습니다 !
627,학과에 훌륭하신 교수님 정말 많으십니다. 연구실에서 공부할 기회도 매우 많이 주어지고 교수님들도 열정적으로 가르쳐주십니다. 매우 엄격하게 가르치시고 열심히하지않으면 도태되기 쉽습니다.과가 과인만큼 취업이 잘된다라는 인식이 있기는하지만 취업이 잘된다 못된다는 사람마다 다른것같습니다.
628,
629,
630,
631,
632,"학교시설이좋고 ,교통편이좋고, 공부하려는 학생에게 지원을 많이해주는 학교입니다."
633,저는 전공이 맞지 않아서 매우 힘들답니다
634,돈이 많져..ㅋㅋ 비교과 장학금 같은 거 잘 주는데 좀 늦게 들어와요 많이 ㅋㅋㅋㅋ 건물크기도 적당하고 좋아요 학식은 별루에염 교통편도 지하철역 있고 좋아요
635,특성화 사업단이라 공부 잘하면 취업률 100 근데 따라가기 좀 힘들어영 ㅋ... 특히 문과는 수학 어려워용 ㅠㅠ 그리고 소수과라 불편할때도 있고 편할때도 있어요 ㅋ
636,"우선 한국에서 가장 발전가능성이 있는 학교여서 요새 열심히 나라에서 지원을 해줍니다. 그래서 교양수업 개수가많고,그만큼 열심히 교수님들이 가르쳐주십니다. 학교에 돈도많고, 국가에서 ace라는사업으로 지원금을 많이주기때문에 가천대생은 혜택이많아요. 한학기에 대회나 활동이 20개 가까이 공지가 되는데 상금은 10만원 이상,활동참여금은 2만원부터다양합니다. 저도이번에 6개참여해서 130만원 벌었어요. 이 ace사업때문에 교양 강의의 질도높아집니다. 토론수업이나 실습수업도많이생겼고, 취업지원단, 창업지원단도 있어서 미래를 설계할때도좋습니다. 학교안에는 전기버스가 무료로다니기때문에 산위에 힘들게올라갈필요도없어요. 기숙사도 새로 신축해서 많은 학생들도 수용할수있고요. 또한학교안에 파스쿠찌, 투썸,식당 20개이상, 학식, 파리바게트, 던킨도너츠, 세븐일레븐, 올리브영 등 많은 곳이 있기때문에 생활하기 편리합니다. 하와이에 단기해외연수도 갈수있고,영어 특화수업을 환급제도로도 들을수있으며 방학때는 꽁짜로빌려주는 리조트도 있습니다! 점점 성장하고 있는 가천대를 선택하세요!"
637,"국어와 국문에 관심이 많으시다면 꼭 지원하시기바랍니다. 많은 분들이 미디어커뮤니케이션과 고민하시는데 미디어커뮤니케이션에 가더라도 영상기술은 못배우시니까 방송작가가 되고싶은 분들은 우리과에오셔서 대중매체와 글쓰기수업을 들으시길 바랍니다. 영상기술은 학교에서 싸게돈주고배우는 수업이나 동아리에들어가서 배우시길 바랍니다. 만약 자신의 글쓰기 능력에대해자부심을 가지신분들이라면 지나치게 자만해서는안됩니다. 국문과에 오면 글잘쓰는사람이 엄청 많거든요! 국문과가 배우는게 없어서 온다던가 우리과를 무시하시면 큰코다치실겁니다! 꼭 학교에오셔서 열심히 글쓰기수업을들으시길바랍니다. 학과수업은 교수님들이 열정적으로 가르치시고 그들은 항상 저희와 소통하려고 노력하시기때문에 무척좋은 내용입니다. 국어학개론,국문학개론, 문예사조, 드라마창작실기, 현대소설의이해, 소설과비평 등을 듣고 즐거운공부하세요. 그리고 학과생활이좋습니다. 강요하는 문화도없고 꼰대선배들도없어요. 그리고 과동아리가활성화되어있어서 즐겁게참여할수있고 멘토멘티제도있습니다. 또한 선배들이 친절하게 모르는것들을 알려주기 때문에 궁금한것들을 해결할수있습니다."
638,점점 상승하고 있는 학교. 하지만 부족한 점이 많아요 ㅠㅠ
639,과 전망이 좋아요 전화기! 하지만 빡세고 과제가 많아요~
640,지하철 역이 붙어있어 편리하고 건물 시설이 좋아요 * 역 내려서 예술대학 교육대학원 가천관 등 윗쪽 건물 빨리 가는 법- 교보문고에서 올라가는 중앙계단 중간쯤에 있는 주차장으로 들어가면 지상으로 올라가는 엘베 있어요
641,엘베가 없어 힘들지만... 좀만 열심히 하면 좋은 학점 받을 수 있어용..
642,
643,
644,주변에서 뭐 발전가능성이다 뭐다 투덜거리지만 제가 생각했을때 학교가 학생에게 이만큼 투자하는학교는 없다고생각합니다. 모든학생에게 ACE사업 단기해외연수 등 여러가지 혜택도 주고 전자도서관시설도 다른학교에 비교할수없을정도로 정말 좋습니다. 공부할 여건은 정말 좋습니다 자기가 얼마나 하느냐에따라 다를뿐입니다. 이제 4학년 막학기이지만 조금 더 열심히 하지못한 아쉬움이 남습니다. 우리학교에 지원하시는 고3 수험생여러분들 가천대학교에 합격해서 더 큰 사람이 되었으면 좋겠습니다 !
645,학과에 훌륭하신 교수님 정말 많으십니다. 연구실에서 공부할 기회도 매우 많이 주어지고 교수님들도 열정적으로 가르쳐주십니다. 매우 엄격하게 가르치시고 열심히하지않으면 도태되기 쉽습니다.과가 과인만큼 취업이 잘된다라는 인식이 있기는하지만 취업이 잘된다 못된다는 사람마다 다른것같습니다.
646,
647,
648,
649,
650,"학교시설이좋고 ,교통편이좋고, 공부하려는 학생에게 지원을 많이해주는 학교입니다."
651,저는 전공이 맞지 않아서 매우 힘들답니다
652,돈이 많져..ㅋㅋ 비교과 장학금 같은 거 잘 주는데 좀 늦게 들어와요 많이 ㅋㅋㅋㅋ 건물크기도 적당하고 좋아요 학식은 별루에염 교통편도 지하철역 있고 좋아요
653,특성화 사업단이라 공부 잘하면 취업률 100 근데 따라가기 좀 힘들어영 ㅋ... 특히 문과는 수학 어려워용 ㅠㅠ 그리고 소수과라 불편할때도 있고 편할때도 있어요 ㅋ
654,"우선 한국에서 가장 발전가능성이 있는 학교여서 요새 열심히 나라에서 지원을 해줍니다. 그래서 교양수업 개수가많고,그만큼 열심히 교수님들이 가르쳐주십니다. 학교에 돈도많고, 국가에서 ace라는사업으로 지원금을 많이주기때문에 가천대생은 혜택이많아요. 한학기에 대회나 활동이 20개 가까이 공지가 되는데 상금은 10만원 이상,활동참여금은 2만원부터다양합니다. 저도이번에 6개참여해서 130만원 벌었어요. 이 ace사업때문에 교양 강의의 질도높아집니다. 토론수업이나 실습수업도많이생겼고, 취업지원단, 창업지원단도 있어서 미래를 설계할때도좋습니다. 학교안에는 전기버스가 무료로다니기때문에 산위에 힘들게올라갈필요도없어요. 기숙사도 새로 신축해서 많은 학생들도 수용할수있고요. 또한학교안에 파스쿠찌, 투썸,식당 20개이상, 학식, 파리바게트, 던킨도너츠, 세븐일레븐, 올리브영 등 많은 곳이 있기때문에 생활하기 편리합니다. 하와이에 단기해외연수도 갈수있고,영어 특화수업을 환급제도로도 들을수있으며 방학때는 꽁짜로빌려주는 리조트도 있습니다! 점점 성장하고 있는 가천대를 선택하세요!"
655,"국어와 국문에 관심이 많으시다면 꼭 지원하시기바랍니다. 많은 분들이 미디어커뮤니케이션과 고민하시는데 미디어커뮤니케이션에 가더라도 영상기술은 못배우시니까 방송작가가 되고싶은 분들은 우리과에오셔서 대중매체와 글쓰기수업을 들으시길 바랍니다. 영상기술은 학교에서 싸게돈주고배우는 수업이나 동아리에들어가서 배우시길 바랍니다. 만약 자신의 글쓰기 능력에대해자부심을 가지신분들이라면 지나치게 자만해서는안됩니다. 국문과에 오면 글잘쓰는사람이 엄청 많거든요! 국문과가 배우는게 없어서 온다던가 우리과를 무시하시면 큰코다치실겁니다! 꼭 학교에오셔서 열심히 글쓰기수업을들으시길바랍니다. 학과수업은 교수님들이 열정적으로 가르치시고 그들은 항상 저희와 소통하려고 노력하시기때문에 무척좋은 내용입니다. 국어학개론,국문학개론, 문예사조, 드라마창작실기, 현대소설의이해, 소설과비평 등을 듣고 즐거운공부하세요. 그리고 학과생활이좋습니다. 강요하는 문화도없고 꼰대선배들도없어요. 그리고 과동아리가활성화되어있어서 즐겁게참여할수있고 멘토멘티제도있습니다. 또한 선배들이 친절하게 모르는것들을 알려주기 때문에 궁금한것들을 해결할수있습니다."
656,"교통편이 좋고 학교내 편의시설이 잘 되어있는게 장점입니다. 하지만 학교 주변 근처에 놀만한 시설이 잘 없고 그 흔한 병원 약국 하나 없어서 다소 불편하고, 학교만의 메리트가 다소 부족합니다."
657,"일단 등록금이 터무니없이 비싸고, 등록금에 비해 학과 지원이 매우 부족합니다. 그 많은 학교 건물 중 유일하게 엘레베이터도 없는 건물이 창조관인데, 이 정도면 미대에 얼마나 지원을 안 해주는지 대략적으로 설명이 된다고 생각합니다. 학과에 지원을 얼마나 해주느냐에 따라서 학과 만족도가 크게 좌우된다고 생각 되네요."
658,지하철 역이 붙어있어 편리하고 건물 시설이 좋아요 * 역 내려서 예술대학 교육대학원 가천관 등 윗쪽 건물 빨리 가는 법- 교보문고에서 올라가는 중앙계단 중간쯤에 있는 주차장으로 들어가면 지상으로 올라가는 엘베 있어요
659,엘베가 없어 힘들지만... 좀만 열심히 하면 좋은 학점 받을 수 있어용..
660,좋아요 학교도 적당히 넓고 하나아쉬운건 식사가 별로임.. 긱사 사감선생님들이랑 말이안통함..
661,분위기가 좋아연 취업은 잘 모르겠고 선배님들은 착하십니다
662,주변에서 뭐 발전가능성이다 뭐다 투덜거리지만 제가 생각했을때 학교가 학생에게 이만큼 투자하는학교는 없다고생각합니다. 모든학생에게 ACE사업 단기해외연수 등 여러가지 혜택도 주고 전자도서관시설도 다른학교에 비교할수없을정도로 정말 좋습니다. 공부할 여건은 정말 좋습니다 자기가 얼마나 하느냐에따라 다를뿐입니다. 이제 4학년 막학기이지만 조금 더 열심히 하지못한 아쉬움이 남습니다. 우리학교에 지원하시는 고3 수험생여러분들 가천대학교에 합격해서 더 큰 사람이 되었으면 좋겠습니다 !
663,학과에 훌륭하신 교수님 정말 많으십니다. 연구실에서 공부할 기회도 매우 많이 주어지고 교수님들도 열정적으로 가르쳐주십니다. 매우 엄격하게 가르치시고 열심히하지않으면 도태되기 쉽습니다.과가 과인만큼 취업이 잘된다라는 인식이 있기는하지만 취업이 잘된다 못된다는 사람마다 다른것같습니다.
664,
665,
666,
667,
668,병원도 있고 학교가 인지도도 있는편이라 좋은것 같습니다.
669,"운동,재활,복지 3분야를 한번에 배우고 활용할 수 있어서 좋은것 같습니다."
670,
671,
672,"우선 한국에서 가장 발전가능성이 있는 학교여서 요새 열심히 나라에서 지원을 해줍니다. 그래서 교양수업 개수가많고,그만큼 열심히 교수님들이 가르쳐주십니다. 학교에 돈도많고, 국가에서 ace라는사업으로 지원금을 많이주기때문에 가천대생은 혜택이많아요. 한학기에 대회나 활동이 20개 가까이 공지가 되는데 상금은 10만원 이상,활동참여금은 2만원부터다양합니다. 저도이번에 6개참여해서 130만원 벌었어요. 이 ace사업때문에 교양 강의의 질도높아집니다. 토론수업이나 실습수업도많이생겼고, 취업지원단, 창업지원단도 있어서 미래를 설계할때도좋습니다. 학교안에는 전기버스가 무료로다니기때문에 산위에 힘들게올라갈필요도없어요. 기숙사도 새로 신축해서 많은 학생들도 수용할수있고요. 또한학교안에 파스쿠찌, 투썸,식당 20개이상, 학식, 파리바게트, 던킨도너츠, 세븐일레븐, 올리브영 등 많은 곳이 있기때문에 생활하기 편리합니다. 하와이에 단기해외연수도 갈수있고,영어 특화수업을 환급제도로도 들을수있으며 방학때는 꽁짜로빌려주는 리조트도 있습니다! 점점 성장하고 있는 가천대를 선택하세요!"
673,"국어와 국문에 관심이 많으시다면 꼭 지원하시기바랍니다. 많은 분들이 미디어커뮤니케이션과 고민하시는데 미디어커뮤니케이션에 가더라도 영상기술은 못배우시니까 방송작가가 되고싶은 분들은 우리과에오셔서 대중매체와 글쓰기수업을 들으시길 바랍니다. 영상기술은 학교에서 싸게돈주고배우는 수업이나 동아리에들어가서 배우시길 바랍니다. 만약 자신의 글쓰기 능력에대해자부심을 가지신분들이라면 지나치게 자만해서는안됩니다. 국문과에 오면 글잘쓰는사람이 엄청 많거든요! 국문과가 배우는게 없어서 온다던가 우리과를 무시하시면 큰코다치실겁니다! 꼭 학교에오셔서 열심히 글쓰기수업을들으시길바랍니다. 학과수업은 교수님들이 열정적으로 가르치시고 그들은 항상 저희와 소통하려고 노력하시기때문에 무척좋은 내용입니다. 국어학개론,국문학개론, 문예사조, 드라마창작실기, 현대소설의이해, 소설과비평 등을 듣고 즐거운공부하세요. 그리고 학과생활이좋습니다. 강요하는 문화도없고 꼰대선배들도없어요. 그리고 과동아리가활성화되어있어서 즐겁게참여할수있고 멘토멘티제도있습니다. 또한 선배들이 친절하게 모르는것들을 알려주기 때문에 궁금한것들을 해결할수있습니다."
674,"교통편이 좋고 학교내 편의시설이 잘 되어있는게 장점입니다. 하지만 학교 주변 근처에 놀만한 시설이 잘 없고 그 흔한 병원 약국 하나 없어서 다소 불편하고, 학교만의 메리트가 다소 부족합니다."
675,"일단 등록금이 터무니없이 비싸고, 등록금에 비해 학과 지원이 매우 부족합니다. 그 많은 학교 건물 중 유일하게 엘레베이터도 없는 건물이 창조관인데, 이 정도면 미대에 얼마나 지원을 안 해주는지 대략적으로 설명이 된다고 생각합니다. 학과에 지원을 얼마나 해주느냐에 따라서 학과 만족도가 크게 좌우된다고 생각 되네요."
676,교통편도 나쁘지 않고 건물도 크고 좋아요 근데 근처에 먹거리나 놀거리는 조금 부족합니다!
677,좋아요! 성남시 내에서는 가천대 사회복지가 제일 좋아요!
678,좋아요 학교도 적당히 넓고 하나아쉬운건 식사가 별로임.. 긱사 사감선생님들이랑 말이안통함..
679,분위기가 좋아연 취업은 잘 모르겠고 선배님들은 착하십니다
680,취업 확실해요! 갈 수있는 분야도 다양하고 전문직이라고 생각하면되요!!
681,이 분야에서 인정 받는 학과고 본인이 하는 만큼 성과는 더 좋아요~!
682,
683,
684,
685,
686,병원도 있고 학교가 인지도도 있는편이라 좋은것 같습니다.
687,"운동,재활,복지 3분야를 한번에 배우고 활용할 수 있어서 좋은것 같습니다."
688,영어로수업한다고 부담스러워하시는분들많은데 교수님들도 그점 아시고 천천히 하시거나 이해못하면 한국말로 해주십니다.
689,학교에서 지원많이해주는학과여서 프로그램지원시 혜택이 많고 들을만한과목많습니다
690,이길여 총장님을 너무나도 우대시하는 경향이 있긴 하지만 그럴만한 업적을 이루신 분이니까.. 전체적으로 캠퍼스도 적당히 크고 교내 순환 버스 비슷한것도 있어서 편함. 근데 공학관이나 총학건물들은 건물들이 조금 낡았음. 가천대엔 언덕이 많아서 다리운동이 정말 잘됨.
691,일단 부정같은거 하나도 없고 행사 강제참여도 없으며 선배들도 착함. 그래서 자유롭게 생활할 수 있지만 때문에 행사에 잘 참여 안하는 학생들도 많기는 함. 컴퓨터공학과는 이것저것 조금씩 배우기 때문에 확고히 진로가 자세히 정해진 사람들은 소프트웨어를 가는게 더 나을 수도 있음. 사람도 150명 정도로 많아서 친구 사귀기도 좋다!
692,"교통편이 좋고 학교내 편의시설이 잘 되어있는게 장점입니다. 하지만 학교 주변 근처에 놀만한 시설이 잘 없고 그 흔한 병원 약국 하나 없어서 다소 불편하고, 학교만의 메리트가 다소 부족합니다."
693,"일단 등록금이 터무니없이 비싸고, 등록금에 비해 학과 지원이 매우 부족합니다. 그 많은 학교 건물 중 유일하게 엘레베이터도 없는 건물이 창조관인데, 이 정도면 미대에 얼마나 지원을 안 해주는지 대략적으로 설명이 된다고 생각합니다. 학과에 지원을 얼마나 해주느냐에 따라서 학과 만족도가 크게 좌우된다고 생각 되네요."
694,교통편도 나쁘지 않고 건물도 크고 좋아요 근데 근처에 먹거리나 놀거리는 조금 부족합니다!
695,좋아요! 성남시 내에서는 가천대 사회복지가 제일 좋아요!
696,
697,
698,취업 확실해요! 갈 수있는 분야도 다양하고 전문직이라고 생각하면되요!!
699,이 분야에서 인정 받는 학과고 본인이 하는 만큼 성과는 더 좋아요~!
700,
701,
702,
703,
704,병원도 있고 학교가 인지도도 있는편이라 좋은것 같습니다.
705,"운동,재활,복지 3분야를 한번에 배우고 활용할 수 있어서 좋은것 같습니다."
706,영어로수업한다고 부담스러워하시는분들많은데 교수님들도 그점 아시고 천천히 하시거나 이해못하면 한국말로 해주십니다.
707,학교에서 지원많이해주는학과여서 프로그램지원시 혜택이 많고 들을만한과목많습니다
708,이길여 총장님을 너무나도 우대시하는 경향이 있긴 하지만 그럴만한 업적을 이루신 분이니까.. 전체적으로 캠퍼스도 적당히 크고 교내 순환 버스 비슷한것도 있어서 편함. 근데 공학관이나 총학건물들은 건물들이 조금 낡았음. 가천대엔 언덕이 많아서 다리운동이 정말 잘됨.
709,일단 부정같은거 하나도 없고 행사 강제참여도 없으며 선배들도 착함. 그래서 자유롭게 생활할 수 있지만 때문에 행사에 잘 참여 안하는 학생들도 많기는 함. 컴퓨터공학과는 이것저것 조금씩 배우기 때문에 확고히 진로가 자세히 정해진 사람들은 소프트웨어를 가는게 더 나을 수도 있음. 사람도 150명 정도로 많아서 친구 사귀기도 좋다!
710,시설도 좋고 먹을 곳도 많아서 좋아요!
711,무역학과와 경제학과가 합해진 학과라 무역도 배운다는 점!!알고 오세요~
712,조금만 열심히 하신다면 장학금 모이는 재미가 있어요
713,교수님들께서 상당히 친절하시고 학생들 개성을 살려주려고 노력하십니다
714,학교가 정말 깨끗하고 넓습니다. 교수님들도 굉장히 열정적이세요. 학교 와서 열심히 하신다면 원하는 직장에 취직하실 수 있을 것이라 생각합니다.
715,일단 학과 분위기는 매우 좋습니다. 학교에서 제일 좋다고 자신할 수 있어요. 그리고 저희 학과 교수님들이 사회에서 대단하셨던 분들이 많아서 실질적인 조언같은 것들을 많이 들을 수 있습니다. 강의도 잘 진행하시구요.
716,취업 확실해요! 갈 수있는 분야도 다양하고 전문직이라고 생각하면되요!!
717,이 분야에서 인정 받는 학과고 본인이 하는 만큼 성과는 더 좋아요~!
718,
719,
720,
721,
722,지하철 역이 학교 안에 있어서 통학하기 완전 좋아요! 학교 안에 교보문고랑 올리브영도 있어요~ 그리고 서울은 아니지만 서울에서 가깝고 학교 인식도 계속 좋아지고 있는 추세예요! 대신 등급컷도 점점 높아지는 걸로 알고 있습니다ㅋㅋㅋ
723,"우선 영양학과 아니고요.. 식품영양학과 따로 있어요! 저희 식품생물공학과는 식품과 관련된 것들 위주긴 하지만 물리, 화학, 생물을 다 골고루 배워서 여러 분야로 취업하기 좋아요~ 근데 저희 과 건물이 위 쪽에 있어서 언덕을 올라야 하는 단점이 있어요ㅠㅠ"
724,"학생들은 대체로 착하고, 과단합력이나 분위기는 과마다 달라요! 학교가 막 재밌거나 그렇지는 않지만,학교는 놀려고 오는데는 아니니깐.. 재밌는것도 사람마다 느끼는게 다를껍니다! 학교는 다니기 나름이고,, 나쁘지않다고 봅니다! 저는 처음에는 더 좋은학교 가고싶었지만, 다닐수록 나쁘지않은 학교다 라는걸 느껴요! 사람들 인식도 그렇고, 학생들도 나름 공부 열심히 하고요!"
725,"솔직히 말하면 유체역학,열역학,화학,전기, 건축 등등 필요한거 다 얕게 배우는 다 섞어논 과라고 생각합니다..! 그렇지만 이것 자체가 학문이고 필요해서 배우는것이고, 얕게배우는거같아 깊이가 없어 보일수도있지만 전문성은 있는 과라고 생각합니다. 특수성도있고, 전망도 좋다고 봐요. 취업은 자기 하기 마련인거같구요.. 소방쪽이나 건축설비쪽 가고싶으시면 전국에 있는 대학교들중에 저희학교가 가장 낫다고 생각합니다. 교수님들 능력도 그렇고, 아웃풋도 그렇고요!"
726,
727,
728,시설도 좋고 먹을 곳도 많아서 좋아요!
729,무역학과와 경제학과가 합해진 학과라 무역도 배운다는 점!!알고 오세요~
