,0
144,대부분 서울에 뷰티과가 많이 있진 않아서 찾다보면 한성대를 알게 되는데 경쟁률이 쎈만큼 학교시설도 좋고 선배들도 좋고 동기들도 좋고 학교위치도 좋고 교수님들도 좋고 학식도 싸고 맛있고 장학금은 내가 다자녀라 받는게 있음. 수업도 1학년부터 원래 대로 라면 실기수업있다는게 놀라웠음. 대부분 실기수업없다고 들음.
145,"지방대 가려고 했다가 특기자로 지원했는데 진짜 붙는거 운빨임. 아예 생각도 안하고 경쟁률도 쎄고 유웨이 시스템 돌리니 4등이길래 포기하고있던 학교. 붙고 울었음. 뷰티 6교과 6합격 했고, 우송같은 경우 차석입학장학금 주겠다고 그랬었음. 우송기준 2.6등급 한성기준 3.19등급 특기자는 자격증도 하나 가지고있어야하기 때문에 자격증 여러개 취득+성적 유지해서 저 등급정도는 나와야 하는 듯. 동기들 대부분 자격증 많이 가지고 있고 공부도 잘하던 친구들이라 동기들에게도 배울점이 많다고 생각함."
146,
147,
148,여기 오는것 보다는 1년 재수하는것이 남은 80년을 거 행복하게 할 확률이 높다
149,답이 없다. 뭐 좋은 것도 없고 학교가 등록금만 빨아먹으려고 만든 학교
150,학생 복지 좋구 캠퍼스가 작지만 저는 개인적으로 작아서 더 좋았어요😊 다들 한성대 별로 기대 안하고 왔다가 의외로 좋은 점 많다고 하더라구요ㅎㅎ 이쁘신 분들 정말 많구 훈훈한 분들도 많아요👍 언덕에 있어서 조금 힘들지만ㅋㅋㅋ 좋은 교수님들도 많이 계세요!!!💕 학식 정말 맛있구 경치도 좋아요ㅎㅎ
151,트랙제라 아무래도 소속감이 적긴 하지만 그래도 다양한 학과 친구들 만날 수 있어서 좋았어요👍
152,학교가 작은 만큼 많은 사람을 만난다는 게 장점이자 단점. 작다고해서 모든 사람들이 함께 어울린다는 것은 아님. 좋은 사람도 많은 만큼 별 개같은 사람들도 많음
153,생각했던 것보다 실망이 컸던 것은 사실임 선후배간의 관계도 그렇고 강의도 그렇고 기대에 못 미치는 과
154,"서울 오고싶어서 온다면 안 말림.. 근데 지방에서 뭣도 모르고 어 서울이네 하고 오는 애들은 없길 바람; 의외로 서울이라는 목표만 보고 오는 애들 있는데 그닥 좋은 생각은..절대 아님. 인프라는 괜찮음. 주변인프라는 다른 학교도 많은데다 나쁘지 않은 편인거 같고, 교내는 신설 기숙사나 학식 수준, 이번에 지어지는 시설들 보면 발전 중이기는 함. 그리고 학교 엄청 작음. 학교 열등감이 만연한 편임. 한성대 어쩔 수 없이 온 애들이 대부분이고, 성적 좋은 애들은 탈주각 잡고있음. 장학금 공부 잘하면 무난하고, 단합은 어디 들어가지 않는 이상 없다고 보면 됨"
155,무역 할거면 재수해라. 다른 건 몰라도. 소속감 없음. 그리고 트랙 제도는 아직도 미스테리임. 결국 비슷한 트랙 두 개 듣게됨
156,
157,
158,신축건물이 몇개 있어서 좋고 교수님들 괜찮고 비교과 제도가 있어 점수 채우는건 힘들지만 재밌음
159,"전자과 취업특강에서 대기업,중견기업,공기업 간 선배들도 있고 적성에 맞으면 좋응"
160,"일단 장점은 학교 캠퍼스가 좁아서 이동하는데 시간이 별로 안 걸린다는 것 ,, 처음엔 무슨 학교가 이리 좁나하고 들어왔지만 그게 장점이었다 ㅎㅎ 단점은 아무래도 트랙제를 운영하다보니 선후배간 교류가 정-말 없음. 학교 행사때 얼굴 몇번 보는 정도..? 학생회 아니면 친해지기 힘든 환경인 거 같다. 그리고 비교과 포인트라는 큰 암덩어리가 존재함. 이게 제일 문제인게 학점을 아무리 잘 받아도 비교과를 안 모으면 졸업도 못하고 장학금도 못 받음ㅋㅋ 거의 고딩때 생기부 채우는 거랑 다를게 없다..,,"
161,"교수진이 정말 좋은편인 듯! 다른 학부들은 잘 모르겠지만, 패션학부 교수님들은 좋으신 분들이 많이 계심."
162,행정처리 엉망 장학금기준 이상함 우리학과만인진 모르겠는데 교수진 후짐 재학중인데 ㅈㄴ간절하게 편입하고싶음
163,좃같음 교수 대부분 지뢰임 진심 등록금이 아까움
164,
165,
166,학생 복지 좋구 캠퍼스가 작지만 저는 개인적으로 작아서 더 좋았어요😊 다들 한성대 별로 기대 안하고 왔다가 의외로 좋은 점 많다고 하더라구요ㅎㅎ 이쁘신 분들 정말 많구 훈훈한 분들도 많아요👍 언덕에 있어서 조금 힘들지만ㅋㅋㅋ 좋은 교수님들도 많이 계세요!!!💕 학식 정말 맛있구 경치도 좋아요ㅎㅎ
167,트랙제라 아무래도 소속감이 적긴 하지만 그래도 다양한 학과 친구들 만날 수 있어서 좋았어요👍
168,학교가 작은 만큼 많은 사람을 만난다는 게 장점이자 단점. 작다고해서 모든 사람들이 함께 어울린다는 것은 아님. 좋은 사람도 많은 만큼 별 개같은 사람들도 많음
169,생각했던 것보다 실망이 컸던 것은 사실임 선후배간의 관계도 그렇고 강의도 그렇고 기대에 못 미치는 과
170,장점:뒤에있는 낙산공원이 이쁘다. 학식이 맛있다. 단점:학교 진짜 작음 명지대 인캠보다 캠퍼스 작은 학교는 처음봄(안그래도 작은 부지를 여고랑 나눠쓰는중 ㅡㅡ) 학교에 돈도 없어서 주위에 달동네 밀지도 못함 그리고 주위가 소위말하는 명문대가 많아서 심적으로 위축됨. 대학가치고는 근처에 뭐가 없다. 다른학교와의 미팅같은건 안들어옴.
171,트랙제라 그런지 동기들과의 소속감 옅음
172,
173,
174,신축건물이 몇개 있어서 좋고 교수님들 괜찮고 비교과 제도가 있어 점수 채우는건 힘들지만 재밌음
175,"전자과 취업특강에서 대기업,중견기업,공기업 간 선배들도 있고 적성에 맞으면 좋응"
176,"일단 장점은 학교 캠퍼스가 좁아서 이동하는데 시간이 별로 안 걸린다는 것 ,, 처음엔 무슨 학교가 이리 좁나하고 들어왔지만 그게 장점이었다 ㅎㅎ 단점은 아무래도 트랙제를 운영하다보니 선후배간 교류가 정-말 없음. 학교 행사때 얼굴 몇번 보는 정도..? 학생회 아니면 친해지기 힘든 환경인 거 같다. 그리고 비교과 포인트라는 큰 암덩어리가 존재함. 이게 제일 문제인게 학점을 아무리 잘 받아도 비교과를 안 모으면 졸업도 못하고 장학금도 못 받음ㅋㅋ 거의 고딩때 생기부 채우는 거랑 다를게 없다..,,"
177,"교수진이 정말 좋은편인 듯! 다른 학부들은 잘 모르겠지만, 패션학부 교수님들은 좋으신 분들이 많이 계심."
178,행정처리 엉망 장학금기준 이상함 우리학과만인진 모르겠는데 교수진 후짐 재학중인데 ㅈㄴ간절하게 편입하고싶음
179,좃같음 교수 대부분 지뢰임 진심 등록금이 아까움
180,"학교가 작아서..대학라이프나 축제가 아쉬운건 사실! 장점은 강의실 이동이 편하다! 인서울, 등록금이 서울사립대 중에서 저렴하다! 정도?"
181,문송합니다. 문과는 다 똑같아요~ 성적 맞춰서 가기 vs 적성 맞는 과 가기 본인은 성적+경영이면 무조건 좋은줄 알았지만 영어(교재+수업)ㅎㅎ 비추입니닷 재미도 없어요~
182,학생 복지 좋구 캠퍼스가 작지만 저는 개인적으로 작아서 더 좋았어요😊 다들 한성대 별로 기대 안하고 왔다가 의외로 좋은 점 많다고 하더라구요ㅎㅎ 이쁘신 분들 정말 많구 훈훈한 분들도 많아요👍 언덕에 있어서 조금 힘들지만ㅋㅋㅋ 좋은 교수님들도 많이 계세요!!!💕 학식 정말 맛있구 경치도 좋아요ㅎㅎ
183,트랙제라 아무래도 소속감이 적긴 하지만 그래도 다양한 학과 친구들 만날 수 있어서 좋았어요👍
184,트랙제도 때문에 싫다는 사람도 있는데 저는 원하는 과가 딱히 없이 공대로 들어왔다가 트랙을 선택하고 배우면서 컴공으로 갈 생각이에요 확실히 원하는 직업은 아직 없지만 그래도 어느 쪽으로 진로를 결정할지는 정했어요ㅎㅎ
185,"우리학교는 트랙제도라서 인문이나 사회과학, 예대꺼 원하는 수업 아무거나를 들어볼 수 있어요!"
186,
187,
188,장점:뒤에있는 낙산공원이 이쁘다. 학식이 맛있다. 단점:학교 진짜 작음 명지대 인캠보다 캠퍼스 작은 학교는 처음봄(안그래도 작은 부지를 여고랑 나눠쓰는중 ㅡㅡ) 학교에 돈도 없어서 주위에 달동네 밀지도 못함 그리고 주위가 소위말하는 명문대가 많아서 심적으로 위축됨. 대학가치고는 근처에 뭐가 없다. 다른학교와의 미팅같은건 안들어옴.
189,트랙제라 그런지 동기들과의 소속감 옅음
190,
191,
192,
193,
194,"일단 장점은 학교 캠퍼스가 좁아서 이동하는데 시간이 별로 안 걸린다는 것 ,, 처음엔 무슨 학교가 이리 좁나하고 들어왔지만 그게 장점이었다 ㅎㅎ 단점은 아무래도 트랙제를 운영하다보니 선후배간 교류가 정-말 없음. 학교 행사때 얼굴 몇번 보는 정도..? 학생회 아니면 친해지기 힘든 환경인 거 같다. 그리고 비교과 포인트라는 큰 암덩어리가 존재함. 이게 제일 문제인게 학점을 아무리 잘 받아도 비교과를 안 모으면 졸업도 못하고 장학금도 못 받음ㅋㅋ 거의 고딩때 생기부 채우는 거랑 다를게 없다..,,"
195,"교수진이 정말 좋은편인 듯! 다른 학부들은 잘 모르겠지만, 패션학부 교수님들은 좋으신 분들이 많이 계심."
196,커리큘럼도 좋고 최근 학교 시설도 많이좋아져서 여러모로 발전 중!!예대는 학교에서 푸쉬도 잘 해주고 유명하죠!!!
197,이 분야에서 인정 받는 학과입니다!!!!
198,"학교가 작아서..대학라이프나 축제가 아쉬운건 사실! 장점은 강의실 이동이 편하다! 인서울, 등록금이 서울사립대 중에서 저렴하다! 정도?"
199,문송합니다. 문과는 다 똑같아요~ 성적 맞춰서 가기 vs 적성 맞는 과 가기 본인은 성적+경영이면 무조건 좋은줄 알았지만 영어(교재+수업)ㅎㅎ 비추입니닷 재미도 없어요~
200,캠퍼스 작아서 이동시 매우편리. 건물들도 이쁨. 학생복지 좋다. 노트북대여. 축구공.족구공 계산기.우산 등등 15가지제품 대여가능. 트랙제도로 1년간 듣고싶은수업듣고 2학년때 과 선택이라 다양한 경험가능. 서울 중심부라 강연. 문화공연. 다른기업에서 이벤트하러 자주옴. 행정 안좋음. 사방이 명문대라 상대적박탈감이 때때로 듦. 학벌로 이득도 손해도안보는 학교. 열심히만하면 대기업 뚫는다. 선배들도 많이 감.
201,트랙제도라그런지 소속감이 적음. 공대를 밀고있는 추세라 적지않은 이득을 봄. 취업률 높음.
202,트랙제도 때문에 싫다는 사람도 있는데 저는 원하는 과가 딱히 없이 공대로 들어왔다가 트랙을 선택하고 배우면서 컴공으로 갈 생각이에요 확실히 원하는 직업은 아직 없지만 그래도 어느 쪽으로 진로를 결정할지는 정했어요ㅎㅎ
203,"우리학교는 트랙제도라서 인문이나 사회과학, 예대꺼 원하는 수업 아무거나를 들어볼 수 있어요!"
204,
205,
206,장점:뒤에있는 낙산공원이 이쁘다. 학식이 맛있다. 단점:학교 진짜 작음 명지대 인캠보다 캠퍼스 작은 학교는 처음봄(안그래도 작은 부지를 여고랑 나눠쓰는중 ㅡㅡ) 학교에 돈도 없어서 주위에 달동네 밀지도 못함 그리고 주위가 소위말하는 명문대가 많아서 심적으로 위축됨. 대학가치고는 근처에 뭐가 없다. 다른학교와의 미팅같은건 안들어옴.
207,트랙제라 그런지 동기들과의 소속감 옅음
208,
209,
210,장점: 캠퍼스작음 단점: 수업이 적음
211,장점: 귀찮게안해서 좋음 단점: 과생활 등결속력 없어서 가끔은 노잼
212,학교 굉장히 괜찮아요 통학도 쉽고 수업의 질도 나쁘지 않아요! 시설도 괜찮어요!
213,저흰 학부제에다가 1학년은 트랙제라 다양한 수업을 들을수있어서 좋아요
214,커리큘럼도 좋고 최근 학교 시설도 많이좋아져서 여러모로 발전 중!!예대는 학교에서 푸쉬도 잘 해주고 유명하죠!!!
215,이 분야에서 인정 받는 학과입니다!!!!
216,
217,
218,캠퍼스 작아서 이동시 매우편리. 건물들도 이쁨. 학생복지 좋다. 노트북대여. 축구공.족구공 계산기.우산 등등 15가지제품 대여가능. 트랙제도로 1년간 듣고싶은수업듣고 2학년때 과 선택이라 다양한 경험가능. 서울 중심부라 강연. 문화공연. 다른기업에서 이벤트하러 자주옴. 행정 안좋음. 사방이 명문대라 상대적박탈감이 때때로 듦. 학벌로 이득도 손해도안보는 학교. 열심히만하면 대기업 뚫는다. 선배들도 많이 감.
219,트랙제도라그런지 소속감이 적음. 공대를 밀고있는 추세라 적지않은 이득을 봄. 취업률 높음.
220,트랙제도 때문에 싫다는 사람도 있는데 저는 원하는 과가 딱히 없이 공대로 들어왔다가 트랙을 선택하고 배우면서 컴공으로 갈 생각이에요 확실히 원하는 직업은 아직 없지만 그래도 어느 쪽으로 진로를 결정할지는 정했어요ㅎㅎ
221,"우리학교는 트랙제도라서 인문이나 사회과학, 예대꺼 원하는 수업 아무거나를 들어볼 수 있어요!"
222,
223,
224,장점:뒤에있는 낙산공원이 이쁘다. 학식이 맛있다. 단점:학교 진짜 작음 명지대 인캠보다 캠퍼스 작은 학교는 처음봄(안그래도 작은 부지를 여고랑 나눠쓰는중 ㅡㅡ) 학교에 돈도 없어서 주위에 달동네 밀지도 못함 그리고 주위가 소위말하는 명문대가 많아서 심적으로 위축됨. 대학가치고는 근처에 뭐가 없다. 다른학교와의 미팅같은건 안들어옴.
225,트랙제라 그런지 동기들과의 소속감 옅음
226,
227,
228,장점: 캠퍼스작음 단점: 수업이 적음
229,장점: 귀찮게안해서 좋음 단점: 과생활 등결속력 없어서 가끔은 노잼
230,학교 굉장히 괜찮아요 통학도 쉽고 수업의 질도 나쁘지 않아요! 시설도 괜찮어요!
231,저흰 학부제에다가 1학년은 트랙제라 다양한 수업을 들을수있어서 좋아요
232,커리큘럼도 좋고 최근 학교 시설도 많이좋아져서 여러모로 발전 중!!예대는 학교에서 푸쉬도 잘 해주고 유명하죠!!!
233,이 분야에서 인정 받는 학과입니다!!!!
234,"학교 원래 괜찮았는데 대학평가에서 d 받은 후로 트랙제도 생기고 학과통폐합 등으로 무척 시끄러웠어요. 학교가 학생들에게 대하는 태도가 굉장히 일방적이고 통보식입니다. 그러면 학생회가 힘이 있어야하는데 학생회장은 학교 교섭에 힘을 못 쓰는 경우가 많고 예전엔 학생회비 횡령도 해서 학생들이 학생회에 대한 불신도 많아요. 교양 수업도 들을만한게 별로 없구요. 현재 이상한 총장은 대학을 학술 공부보다는 기업 경영식으로 굴리는 것 같아요. 뭔가를 열심히 배우고 연구해보겠다,라면 정말 비추천이구요. 난 그냥 기초 교양+창업이나 전문적인 취업스킬 같은걸 배워서 일 해야지하면 다녀도 무방할 것 같긴 합니다. 안타까운 점은 좋은 교수님들이 적지 않다는 거에요. 강의에 대한 욕구, 연구에 대한 욕구가 많은 분들이 계신데 학교가 운영을 거지같이 해서 교수님들이 제대로 강의를 못하시는 듯합니다. 교수도 더 뽑고 강사도 더 뽑아야하는데 돈 아끼려고 최소 교수로 굴리고 있습니다... 여기까지 단점인데 장점은 뭐 딱히 없고 다른 학교 장점을 보시는 게 더 낫다고 생각이 드네요. 근데 어디까지나 대학에 대한 후기일 뿐 이 대학 다닌다고 님들 인생 망치는 건 아닙니다. 그건 어느 대학을 나오든 본인이 잘 하는 것에 달렸어요. 성적이 안되는데 인서울은 하고싶다-는 저 같은 케이스는 솔직히 나쁘지 않게 다니고 있습니다."
235,"우리 과 저가 입학할때에 비해 수업이 반 이상 줄었습니다. 이는 공대 빼고 전체적으로 비슷한 현상이긴 할텐데 여튼 수업이 정말 없어요. 서양화는 판화와 평면 위주 수업이 많고 동양화는 수묵,전통진채가 위주입니다. 그리고 이론 수업 비중이 높아요. 어떤 작업을 하든 본인의 마음이지만 이를 지도해주실 교수님들은 굉장히 한정적입니다. 학교가 교수님들을 더 뽑지 않고 있는 교수님들로 수업 80프로를 채우려고 하기 때문이에요. 여튼 전통진채를 배우고싶다는 학생이 있다면 적극추천하겠지만 그냥 다양한 매체로 작품을 만들고 싶다면 다른 학교를 더 알아보시길 추천합니다."
236,캠퍼스 작아서 이동시 매우편리. 건물들도 이쁨. 학생복지 좋다. 노트북대여. 축구공.족구공 계산기.우산 등등 15가지제품 대여가능. 트랙제도로 1년간 듣고싶은수업듣고 2학년때 과 선택이라 다양한 경험가능. 서울 중심부라 강연. 문화공연. 다른기업에서 이벤트하러 자주옴. 행정 안좋음. 사방이 명문대라 상대적박탈감이 때때로 듦. 학벌로 이득도 손해도안보는 학교. 열심히만하면 대기업 뚫는다. 선배들도 많이 감.
237,트랙제도라그런지 소속감이 적음. 공대를 밀고있는 추세라 적지않은 이득을 봄. 취업률 높음.
238,상상관 새로 지어서 깨끗한편 학식 세종대업체로 바꿔서 맛있어짐. 솔직히 대학은 가까운데가 최고임 가까운데 가세요 제발😢
239,트랙제로 바꿔서 다양한 전공을 경험해보고 선택할수있음
240,
241,
242,
243,
244,
245,
246,장점: 캠퍼스작음 단점: 수업이 적음
247,장점: 귀찮게안해서 좋음 단점: 과생활 등결속력 없어서 가끔은 노잼
248,학교 굉장히 괜찮아요 통학도 쉽고 수업의 질도 나쁘지 않아요! 시설도 괜찮어요!
249,저흰 학부제에다가 1학년은 트랙제라 다양한 수업을 들을수있어서 좋아요
250,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
251,학과가 없어요. 트랙제도 쓸 데 없어요.
252,"학교 원래 괜찮았는데 대학평가에서 d 받은 후로 트랙제도 생기고 학과통폐합 등으로 무척 시끄러웠어요. 학교가 학생들에게 대하는 태도가 굉장히 일방적이고 통보식입니다. 그러면 학생회가 힘이 있어야하는데 학생회장은 학교 교섭에 힘을 못 쓰는 경우가 많고 예전엔 학생회비 횡령도 해서 학생들이 학생회에 대한 불신도 많아요. 교양 수업도 들을만한게 별로 없구요. 현재 이상한 총장은 대학을 학술 공부보다는 기업 경영식으로 굴리는 것 같아요. 뭔가를 열심히 배우고 연구해보겠다,라면 정말 비추천이구요. 난 그냥 기초 교양+창업이나 전문적인 취업스킬 같은걸 배워서 일 해야지하면 다녀도 무방할 것 같긴 합니다. 안타까운 점은 좋은 교수님들이 적지 않다는 거에요. 강의에 대한 욕구, 연구에 대한 욕구가 많은 분들이 계신데 학교가 운영을 거지같이 해서 교수님들이 제대로 강의를 못하시는 듯합니다. 교수도 더 뽑고 강사도 더 뽑아야하는데 돈 아끼려고 최소 교수로 굴리고 있습니다... 여기까지 단점인데 장점은 뭐 딱히 없고 다른 학교 장점을 보시는 게 더 낫다고 생각이 드네요. 근데 어디까지나 대학에 대한 후기일 뿐 이 대학 다닌다고 님들 인생 망치는 건 아닙니다. 그건 어느 대학을 나오든 본인이 잘 하는 것에 달렸어요. 성적이 안되는데 인서울은 하고싶다-는 저 같은 케이스는 솔직히 나쁘지 않게 다니고 있습니다."
253,"우리 과 저가 입학할때에 비해 수업이 반 이상 줄었습니다. 이는 공대 빼고 전체적으로 비슷한 현상이긴 할텐데 여튼 수업이 정말 없어요. 서양화는 판화와 평면 위주 수업이 많고 동양화는 수묵,전통진채가 위주입니다. 그리고 이론 수업 비중이 높아요. 어떤 작업을 하든 본인의 마음이지만 이를 지도해주실 교수님들은 굉장히 한정적입니다. 학교가 교수님들을 더 뽑지 않고 있는 교수님들로 수업 80프로를 채우려고 하기 때문이에요. 여튼 전통진채를 배우고싶다는 학생이 있다면 적극추천하겠지만 그냥 다양한 매체로 작품을 만들고 싶다면 다른 학교를 더 알아보시길 추천합니다."
254,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
255,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
256,상상관 새로 지어서 깨끗한편 학식 세종대업체로 바꿔서 맛있어짐. 솔직히 대학은 가까운데가 최고임 가까운데 가세요 제발😢
257,트랙제로 바꿔서 다양한 전공을 경험해보고 선택할수있음
258,
259,
260,
261,
262,
263,
264,생각보다 학교 시설은 괜찮습니다. 학식도 가성비 괜찮고요. 시설도 깨끗한 편이고 다 괜찮은데.. 행정에 문제가 조금 있습니다. 대부분의 학생들이 불만을 가지면 여기에 불만을 가질거에요.
265,장점 -문이과 상관없이 수업을 들어볼 수 있습니다. (교차를 꿈꾸는 사람들에게 좋을 수도 있습니다.) -학부단위여서 아싸여도 눈치 보이는 일이 덜합니다. 단점 -학부 단위이다 보니 학과에 비해 사람들 간에 결속력이 떨어집니다.
266,학교가너무좁아여 일처리가그지같아여 선배랑친해지기힘들어요 억지로술맥이고이런건없어요 가끔좋은교수님들있어요
267,글쎄요 과라는게없어서..ㅎ 저도 아직 제과를 잘모르겠네요..
268,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
269,학과가 없어요. 트랙제도 쓸 데 없어요.
270,"학교 원래 괜찮았는데 대학평가에서 d 받은 후로 트랙제도 생기고 학과통폐합 등으로 무척 시끄러웠어요. 학교가 학생들에게 대하는 태도가 굉장히 일방적이고 통보식입니다. 그러면 학생회가 힘이 있어야하는데 학생회장은 학교 교섭에 힘을 못 쓰는 경우가 많고 예전엔 학생회비 횡령도 해서 학생들이 학생회에 대한 불신도 많아요. 교양 수업도 들을만한게 별로 없구요. 현재 이상한 총장은 대학을 학술 공부보다는 기업 경영식으로 굴리는 것 같아요. 뭔가를 열심히 배우고 연구해보겠다,라면 정말 비추천이구요. 난 그냥 기초 교양+창업이나 전문적인 취업스킬 같은걸 배워서 일 해야지하면 다녀도 무방할 것 같긴 합니다. 안타까운 점은 좋은 교수님들이 적지 않다는 거에요. 강의에 대한 욕구, 연구에 대한 욕구가 많은 분들이 계신데 학교가 운영을 거지같이 해서 교수님들이 제대로 강의를 못하시는 듯합니다. 교수도 더 뽑고 강사도 더 뽑아야하는데 돈 아끼려고 최소 교수로 굴리고 있습니다... 여기까지 단점인데 장점은 뭐 딱히 없고 다른 학교 장점을 보시는 게 더 낫다고 생각이 드네요. 근데 어디까지나 대학에 대한 후기일 뿐 이 대학 다닌다고 님들 인생 망치는 건 아닙니다. 그건 어느 대학을 나오든 본인이 잘 하는 것에 달렸어요. 성적이 안되는데 인서울은 하고싶다-는 저 같은 케이스는 솔직히 나쁘지 않게 다니고 있습니다."
271,"우리 과 저가 입학할때에 비해 수업이 반 이상 줄었습니다. 이는 공대 빼고 전체적으로 비슷한 현상이긴 할텐데 여튼 수업이 정말 없어요. 서양화는 판화와 평면 위주 수업이 많고 동양화는 수묵,전통진채가 위주입니다. 그리고 이론 수업 비중이 높아요. 어떤 작업을 하든 본인의 마음이지만 이를 지도해주실 교수님들은 굉장히 한정적입니다. 학교가 교수님들을 더 뽑지 않고 있는 교수님들로 수업 80프로를 채우려고 하기 때문이에요. 여튼 전통진채를 배우고싶다는 학생이 있다면 적극추천하겠지만 그냥 다양한 매체로 작품을 만들고 싶다면 다른 학교를 더 알아보시길 추천합니다."
272,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
273,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
274,상상관 새로 지어서 깨끗한편 학식 세종대업체로 바꿔서 맛있어짐. 솔직히 대학은 가까운데가 최고임 가까운데 가세요 제발😢
275,트랙제로 바꿔서 다양한 전공을 경험해보고 선택할수있음
276,비록 통합되서 제품과는 사라지지만.. 사라질따까지 제품과 흥해라!!
277,좋은 사람들이 모여 만들기에 좋은학과
278,
279,
280,
281,
282,생각보다 학교 시설은 괜찮습니다. 학식도 가성비 괜찮고요. 시설도 깨끗한 편이고 다 괜찮은데.. 행정에 문제가 조금 있습니다. 대부분의 학생들이 불만을 가지면 여기에 불만을 가질거에요.
283,장점 -문이과 상관없이 수업을 들어볼 수 있습니다. (교차를 꿈꾸는 사람들에게 좋을 수도 있습니다.) -학부단위여서 아싸여도 눈치 보이는 일이 덜합니다. 단점 -학부 단위이다 보니 학과에 비해 사람들 간에 결속력이 떨어집니다.
284,학교가너무좁아여 일처리가그지같아여 선배랑친해지기힘들어요 억지로술맥이고이런건없어요 가끔좋은교수님들있어요
285,글쎄요 과라는게없어서..ㅎ 저도 아직 제과를 잘모르겠네요..
286,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
287,학과가 없어요. 트랙제도 쓸 데 없어요.
288,
289,
290,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
291,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
292,
293,
294,비록 통합되서 제품과는 사라지지만.. 사라질따까지 제품과 흥해라!!
295,좋은 사람들이 모여 만들기에 좋은학과
296,
297,
298,
299,
300,생각보다 학교 시설은 괜찮습니다. 학식도 가성비 괜찮고요. 시설도 깨끗한 편이고 다 괜찮은데.. 행정에 문제가 조금 있습니다. 대부분의 학생들이 불만을 가지면 여기에 불만을 가질거에요.
301,장점 -문이과 상관없이 수업을 들어볼 수 있습니다. (교차를 꿈꾸는 사람들에게 좋을 수도 있습니다.) -학부단위여서 아싸여도 눈치 보이는 일이 덜합니다. 단점 -학부 단위이다 보니 학과에 비해 사람들 간에 결속력이 떨어집니다.
302,학교가너무좁아여 일처리가그지같아여 선배랑친해지기힘들어요 억지로술맥이고이런건없어요 가끔좋은교수님들있어요
303,글쎄요 과라는게없어서..ㅎ 저도 아직 제과를 잘모르겠네요..
304,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
305,학과가 없어요. 트랙제도 쓸 데 없어요.
306,
307,
308,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
309,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
310,
311,
312,비록 통합되서 제품과는 사라지지만.. 사라질따까지 제품과 흥해라!!
313,좋은 사람들이 모여 만들기에 좋은학과
314,
315,
316,
317,
318,생각보다 학교 시설은 괜찮습니다. 학식도 가성비 괜찮고요. 시설도 깨끗한 편이고 다 괜찮은데.. 행정에 문제가 조금 있습니다. 대부분의 학생들이 불만을 가지면 여기에 불만을 가질거에요.
319,장점 -문이과 상관없이 수업을 들어볼 수 있습니다. (교차를 꿈꾸는 사람들에게 좋을 수도 있습니다.) -학부단위여서 아싸여도 눈치 보이는 일이 덜합니다. 단점 -학부 단위이다 보니 학과에 비해 사람들 간에 결속력이 떨어집니다.
320,학교가너무좁아여 일처리가그지같아여 선배랑친해지기힘들어요 억지로술맥이고이런건없어요 가끔좋은교수님들있어요
321,글쎄요 과라는게없어서..ㅎ 저도 아직 제과를 잘모르겠네요..
322,학교가 엄청 작아요. 캠퍼스 라이프 따위 없어요. 학점은 잘 줘요.
323,학과가 없어요. 트랙제도 쓸 데 없어요.
324,
325,
326,트랙제도가 아직 어수선한 느낌이 들고 트랙제도로 인해 학생회가 아닌 이상 특정과 선배나 동기들과 깊은 관계를 맺기 상대적으로 어렵다는 느낌을 받았습니다.
327,인문학부에 과가 4개 밖에 없는 게 너무 아쉽습니다.
328,
329,
330,비록 통합되서 제품과는 사라지지만.. 사라질따까지 제품과 흥해라!!
331,좋은 사람들이 모여 만들기에 좋은학과
332,
333,
334,
335,
336,생각보다 학교 시설은 괜찮습니다. 학식도 가성비 괜찮고요. 시설도 깨끗한 편이고 다 괜찮은데.. 행정에 문제가 조금 있습니다. 대부분의 학생들이 불만을 가지면 여기에 불만을 가질거에요.
